Notes;Elementpathstring;Correct Tree?;Correct Tree On Specific Value?;Ignore On These Signatures (Seperated By '/');Only Use On These Signatures(Seperated By '/');New Record;Record Signature;Part of Single Record;Old Value And Old Index need to match?;New Path or New Order;Old Value;New Value;Old Index;New Index;Replace Any Value?;Replace Any Index?;Is Flag?
3;NAM0\Type #3 (Ambient)\Time #5 (Midnight)\Unused;;;;;;;;;;;;;;;;
4;NAM0\Type #4 (Sunlight);;;;;;;;;;;;;;;;
0;NAM0\Type #4 (Sunlight)\Time #0 (Sunrise);;;;;;;;;;;;;;;;
0;NAM0\Type #4 (Sunlight)\Time #0 (Sunrise)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #4 (Sunlight)\Time #0 (Sunrise)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #4 (Sunlight)\Time #0 (Sunrise)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #4 (Sunlight)\Time #0 (Sunrise)\Unused;;;;;;;;;;;;;;;;
1;NAM0\Type #4 (Sunlight)\Time #1 (Day);;;;;;;;;;;;;;;;
0;NAM0\Type #4 (Sunlight)\Time #1 (Day)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #4 (Sunlight)\Time #1 (Day)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #4 (Sunlight)\Time #1 (Day)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #4 (Sunlight)\Time #1 (Day)\Unused;;;;;;;;;;;;;;;;
2;NAM0\Type #4 (Sunlight)\Time #2 (Sunset);;;;;;;;;;;;;;;;
0;NAM0\Type #4 (Sunlight)\Time #2 (Sunset)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #4 (Sunlight)\Time #2 (Sunset)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #4 (Sunlight)\Time #2 (Sunset)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #4 (Sunlight)\Time #2 (Sunset)\Unused;;;;;;;;;;;;;;;;
3;NAM0\Type #4 (Sunlight)\Time #3 (Night);;;;;;;;;;;;;;;;
0;NAM0\Type #4 (Sunlight)\Time #3 (Night)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #4 (Sunlight)\Time #3 (Night)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #4 (Sunlight)\Time #3 (Night)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #4 (Sunlight)\Time #3 (Night)\Unused;;;;;;;;;;;;;;;;
4;NAM0\Type #4 (Sunlight)\Time #4 (High Noon);;;;;;;;;;;;;;;;
0;NAM0\Type #4 (Sunlight)\Time #4 (High Noon)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #4 (Sunlight)\Time #4 (High Noon)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #4 (Sunlight)\Time #4 (High Noon)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #4 (Sunlight)\Time #4 (High Noon)\Unused;;;;;;;;;;;;;;;;
5;NAM0\Type #4 (Sunlight)\Time #5 (Midnight);;;;;;;;;;;;;;;;
0;NAM0\Type #4 (Sunlight)\Time #5 (Midnight)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #4 (Sunlight)\Time #5 (Midnight)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #4 (Sunlight)\Time #5 (Midnight)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #4 (Sunlight)\Time #5 (Midnight)\Unused;;;;;;;;;;;;;;;;
5;NAM0\Type #5 (Sun);;;;;;;;;;;;;;;;
0;NAM0\Type #5 (Sun)\Time #0 (Sunrise);;;;;;;;;;;;;;;;
0;NAM0\Type #5 (Sun)\Time #0 (Sunrise)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #5 (Sun)\Time #0 (Sunrise)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #5 (Sun)\Time #0 (Sunrise)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #5 (Sun)\Time #0 (Sunrise)\Unused;;;;;;;;;;;;;;;;
1;NAM0\Type #5 (Sun)\Time #1 (Day);;;;;;;;;;;;;;;;
0;NAM0\Type #5 (Sun)\Time #1 (Day)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #5 (Sun)\Time #1 (Day)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #5 (Sun)\Time #1 (Day)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #5 (Sun)\Time #1 (Day)\Unused;;;;;;;;;;;;;;;;
2;NAM0\Type #5 (Sun)\Time #2 (Sunset);;;;;;;;;;;;;;;;
0;NAM0\Type #5 (Sun)\Time #2 (Sunset)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #5 (Sun)\Time #2 (Sunset)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #5 (Sun)\Time #2 (Sunset)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #5 (Sun)\Time #2 (Sunset)\Unused;;;;;;;;;;;;;;;;
3;NAM0\Type #5 (Sun)\Time #3 (Night);;;;;;;;;;;;;;;;
0;NAM0\Type #5 (Sun)\Time #3 (Night)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #5 (Sun)\Time #3 (Night)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #5 (Sun)\Time #3 (Night)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #5 (Sun)\Time #3 (Night)\Unused;;;;;;;;;;;;;;;;
4;NAM0\Type #5 (Sun)\Time #4 (High Noon);;;;;;;;;;;;;;;;
0;NAM0\Type #5 (Sun)\Time #4 (High Noon)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #5 (Sun)\Time #4 (High Noon)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #5 (Sun)\Time #4 (High Noon)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #5 (Sun)\Time #4 (High Noon)\Unused;;;;;;;;;;;;;;;;
5;NAM0\Type #5 (Sun)\Time #5 (Midnight);;;;;;;;;;;;;;;;
0;NAM0\Type #5 (Sun)\Time #5 (Midnight)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #5 (Sun)\Time #5 (Midnight)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #5 (Sun)\Time #5 (Midnight)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #5 (Sun)\Time #5 (Midnight)\Unused;;;;;;;;;;;;;;;;
6;NAM0\Type #6 (Stars);;;;;;;;;;;;;;;;
0;NAM0\Type #6 (Stars)\Time #0 (Sunrise);;;;;;;;;;;;;;;;
0;NAM0\Type #6 (Stars)\Time #0 (Sunrise)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #6 (Stars)\Time #0 (Sunrise)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #6 (Stars)\Time #0 (Sunrise)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #6 (Stars)\Time #0 (Sunrise)\Unused;;;;;;;;;;;;;;;;
1;NAM0\Type #6 (Stars)\Time #1 (Day);;;;;;;;;;;;;;;;
0;NAM0\Type #6 (Stars)\Time #1 (Day)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #6 (Stars)\Time #1 (Day)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #6 (Stars)\Time #1 (Day)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #6 (Stars)\Time #1 (Day)\Unused;;;;;;;;;;;;;;;;
2;NAM0\Type #6 (Stars)\Time #2 (Sunset);;;;;;;;;;;;;;;;
0;NAM0\Type #6 (Stars)\Time #2 (Sunset)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #6 (Stars)\Time #2 (Sunset)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #6 (Stars)\Time #2 (Sunset)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #6 (Stars)\Time #2 (Sunset)\Unused;;;;;;;;;;;;;;;;
3;NAM0\Type #6 (Stars)\Time #3 (Night);;;;;;;;;;;;;;;;
0;NAM0\Type #6 (Stars)\Time #3 (Night)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #6 (Stars)\Time #3 (Night)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #6 (Stars)\Time #3 (Night)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #6 (Stars)\Time #3 (Night)\Unused;;;;;;;;;;;;;;;;
4;NAM0\Type #6 (Stars)\Time #4 (High Noon);;;;;;;;;;;;;;;;
0;NAM0\Type #6 (Stars)\Time #4 (High Noon)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #6 (Stars)\Time #4 (High Noon)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #6 (Stars)\Time #4 (High Noon)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #6 (Stars)\Time #4 (High Noon)\Unused;;;;;;;;;;;;;;;;
5;NAM0\Type #6 (Stars)\Time #5 (Midnight);;;;;;;;;;;;;;;;
0;NAM0\Type #6 (Stars)\Time #5 (Midnight)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #6 (Stars)\Time #5 (Midnight)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #6 (Stars)\Time #5 (Midnight)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #6 (Stars)\Time #5 (Midnight)\Unused;;;;;;;;;;;;;;;;
7;NAM0\Type #7 (Sky-Lower);;;;;;;;;;;;;;;;
0;NAM0\Type #7 (Sky-Lower)\Time #0 (Sunrise);;;;;;;;;;;;;;;;
0;NAM0\Type #7 (Sky-Lower)\Time #0 (Sunrise)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #7 (Sky-Lower)\Time #0 (Sunrise)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #7 (Sky-Lower)\Time #0 (Sunrise)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #7 (Sky-Lower)\Time #0 (Sunrise)\Unused;;;;;;;;;;;;;;;;
1;NAM0\Type #7 (Sky-Lower)\Time #1 (Day);;;;;;;;;;;;;;;;
0;NAM0\Type #7 (Sky-Lower)\Time #1 (Day)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #7 (Sky-Lower)\Time #1 (Day)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #7 (Sky-Lower)\Time #1 (Day)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #7 (Sky-Lower)\Time #1 (Day)\Unused;;;;;;;;;;;;;;;;
2;NAM0\Type #7 (Sky-Lower)\Time #2 (Sunset);;;;;;;;;;;;;;;;
0;NAM0\Type #7 (Sky-Lower)\Time #2 (Sunset)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #7 (Sky-Lower)\Time #2 (Sunset)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #7 (Sky-Lower)\Time #2 (Sunset)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #7 (Sky-Lower)\Time #2 (Sunset)\Unused;;;;;;;;;;;;;;;;
3;NAM0\Type #7 (Sky-Lower)\Time #3 (Night);;;;;;;;;;;;;;;;
0;NAM0\Type #7 (Sky-Lower)\Time #3 (Night)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #7 (Sky-Lower)\Time #3 (Night)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #7 (Sky-Lower)\Time #3 (Night)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #7 (Sky-Lower)\Time #3 (Night)\Unused;;;;;;;;;;;;;;;;
4;NAM0\Type #7 (Sky-Lower)\Time #4 (High Noon);;;;;;;;;;;;;;;;
0;NAM0\Type #7 (Sky-Lower)\Time #4 (High Noon)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #7 (Sky-Lower)\Time #4 (High Noon)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #7 (Sky-Lower)\Time #4 (High Noon)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #7 (Sky-Lower)\Time #4 (High Noon)\Unused;;;;;;;;;;;;;;;;
5;NAM0\Type #7 (Sky-Lower)\Time #5 (Midnight);;;;;;;;;;;;;;;;
0;NAM0\Type #7 (Sky-Lower)\Time #5 (Midnight)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #7 (Sky-Lower)\Time #5 (Midnight)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #7 (Sky-Lower)\Time #5 (Midnight)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #7 (Sky-Lower)\Time #5 (Midnight)\Unused;;;;;;;;;;;;;;;;
8;NAM0\Type #8 (Horizon);;;;;;;;;;;;;;;;
0;NAM0\Type #8 (Horizon)\Time #0 (Sunrise);;;;;;;;;;;;;;;;
0;NAM0\Type #8 (Horizon)\Time #0 (Sunrise)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #8 (Horizon)\Time #0 (Sunrise)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #8 (Horizon)\Time #0 (Sunrise)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #8 (Horizon)\Time #0 (Sunrise)\Unused;;;;;;;;;;;;;;;;
1;NAM0\Type #8 (Horizon)\Time #1 (Day);;;;;;;;;;;;;;;;
0;NAM0\Type #8 (Horizon)\Time #1 (Day)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #8 (Horizon)\Time #1 (Day)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #8 (Horizon)\Time #1 (Day)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #8 (Horizon)\Time #1 (Day)\Unused;;;;;;;;;;;;;;;;
2;NAM0\Type #8 (Horizon)\Time #2 (Sunset);;;;;;;;;;;;;;;;
0;NAM0\Type #8 (Horizon)\Time #2 (Sunset)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #8 (Horizon)\Time #2 (Sunset)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #8 (Horizon)\Time #2 (Sunset)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #8 (Horizon)\Time #2 (Sunset)\Unused;;;;;;;;;;;;;;;;
3;NAM0\Type #8 (Horizon)\Time #3 (Night);;;;;;;;;;;;;;;;
0;NAM0\Type #8 (Horizon)\Time #3 (Night)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #8 (Horizon)\Time #3 (Night)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #8 (Horizon)\Time #3 (Night)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #8 (Horizon)\Time #3 (Night)\Unused;;;;;;;;;;;;;;;;
4;NAM0\Type #8 (Horizon)\Time #4 (High Noon);;;;;;;;;;;;;;;;
0;NAM0\Type #8 (Horizon)\Time #4 (High Noon)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #8 (Horizon)\Time #4 (High Noon)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #8 (Horizon)\Time #4 (High Noon)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #8 (Horizon)\Time #4 (High Noon)\Unused;;;;;;;;;;;;;;;;
5;NAM0\Type #8 (Horizon)\Time #5 (Midnight);;;;;;;;;;;;;;;;
0;NAM0\Type #8 (Horizon)\Time #5 (Midnight)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #8 (Horizon)\Time #5 (Midnight)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #8 (Horizon)\Time #5 (Midnight)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #8 (Horizon)\Time #5 (Midnight)\Unused;;;;;;;;;;;;;;;;
9;NAM0\Type #9 (Unused);;;;;;;;;;;;;;;;
0;NAM0\Type #9 (Unused)\Time #0 (Sunrise);;;;;;;;;;;;;;;;
0;NAM0\Type #9 (Unused)\Time #0 (Sunrise)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #9 (Unused)\Time #0 (Sunrise)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #9 (Unused)\Time #0 (Sunrise)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #9 (Unused)\Time #0 (Sunrise)\Unused;;;;;;;;;;;;;;;;
1;NAM0\Type #9 (Unused)\Time #1 (Day);;;;;;;;;;;;;;;;
0;NAM0\Type #9 (Unused)\Time #1 (Day)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #9 (Unused)\Time #1 (Day)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #9 (Unused)\Time #1 (Day)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #9 (Unused)\Time #1 (Day)\Unused;;;;;;;;;;;;;;;;
2;NAM0\Type #9 (Unused)\Time #2 (Sunset);;;;;;;;;;;;;;;;
0;NAM0\Type #9 (Unused)\Time #2 (Sunset)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #9 (Unused)\Time #2 (Sunset)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #9 (Unused)\Time #2 (Sunset)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #9 (Unused)\Time #2 (Sunset)\Unused;;;;;;;;;;;;;;;;
3;NAM0\Type #9 (Unused)\Time #3 (Night);;;;;;;;;;;;;;;;
0;NAM0\Type #9 (Unused)\Time #3 (Night)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #9 (Unused)\Time #3 (Night)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #9 (Unused)\Time #3 (Night)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #9 (Unused)\Time #3 (Night)\Unused;;;;;;;;;;;;;;;;
4;NAM0\Type #9 (Unused)\Time #4 (High Noon);;;;;;;;;;;;;;;;
0;NAM0\Type #9 (Unused)\Time #4 (High Noon)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #9 (Unused)\Time #4 (High Noon)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #9 (Unused)\Time #4 (High Noon)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #9 (Unused)\Time #4 (High Noon)\Unused;;;;;;;;;;;;;;;;
5;NAM0\Type #9 (Unused)\Time #5 (Midnight);;;;;;;;;;;;;;;;
0;NAM0\Type #9 (Unused)\Time #5 (Midnight)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #9 (Unused)\Time #5 (Midnight)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #9 (Unused)\Time #5 (Midnight)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #9 (Unused)\Time #5 (Midnight)\Unused;;;;;;;;;;;;;;;;
17;FNAM;;;;;;;;;;;;;;;;
0;FNAM\Day - Near;;;;;;;;;;;;;;;;
1;FNAM\Day - Far;;;;;;;;;;;;;;;;
2;FNAM\Night - Near;;;;;;;;;;;;;;;;
3;FNAM\Night - Far;;;;;;;;;;;;;;;;
4;FNAM\Day - Power;;;;;;;;;;;;;;;;
5;FNAM\Night - Fower;;;;;;;;;;;;;;;;
18;INAM;;;;;;;;;;;;;;;;
19;DATA;;;;;;;;;;;;;;;;
0;DATA\Wind Speed;;;;;;;;;;;;;;;;
1;DATA\Cloud Speed (Lower);;;;;;;;;;;;;;;;
2;DATA\Cloud Speed (Upper);;;;;;;;;;;;;;;;
3;DATA\Trans Delta;;;;;;;;;;;;;;;;
4;DATA\Sun Glare;;;;;;;;;;;;;;;;
5;DATA\Sun Damage;;;;;;;;;;;;;;;;
6;DATA\Precipitation - Begin Fade In;;;;;;;;;;;;;;;;
7;DATA\Precipitation - End Fade Out;;;;;;;;;;;;;;;;
8;DATA\Thunder/Lightning - Begin Fade In;;;;;;;;;;;;;;;;
9;DATA\Thunder/Lightning - End Fade Out;;;;;;;;;;;;;;;;
10;DATA\Thunder/Lightning - Frequency;;;;;;;;;;;;;;;;
11;DATA\Weather Classification;;;;;;;;;;;;;;;;
12;DATA\Lightning Color;;;;;;;;;;;;;;;;
0;DATA\Lightning Color\Red;;;;;;;;;;;;;;;;
1;DATA\Lightning Color\Green;;;;;;;;;;;;;;;;
2;DATA\Lightning Color\Blue;;;;;;;;;;;;;;;;
;Sounds\SNAM\Sound;;;;;;;;;Sounds\SNAM\Sound;[000922EA] < Error: Could not be resolved >;;;;;;
