Notes;Elementpathstring;Correct Tree?;Correct Tree On Specific Value?;Ignore On These Signatures (Seperated By '/');Only Use On These Signatures(Seperated By '/');New Record;Record Signature;Part of Single Record;Old Value And Old Index need to match?;New Path or New Order;Old Value;New Value;Old Index;New Index;Replace Any Value?;Replace Any Index?;Is Flag?
;;;;;;;;;;;EMTNightStalker [SOUN:00172A32];;;;;;
;;;;;;;;;;;EMTNightStalkerBig [SOUN:001758D3];;;;;;
;;;;;;;;;;;EMTOverSeersOffice [SOUN:00174CAB];;;;;;
;;;;;;;;;;;EMTOverpassPillar [SOUN:00161FC1];;;;;;
;;;;;;;;;;;EMTOverpassPillarB [SOUN:00173679];;;;;;
;;;;;;;;;;;EMTProjectorLP [SOUN:00176AD9];;;;;;
;;;;;;;;;;;EMTRadioStaticBLP [SOUN:0017432E];;;;;;
;;;;;;;;;;;EMTRadioStaticLP [SOUN:0014F517];;;;;;
;;;;;;;;;;;EMTRefrigeratorCompressorLP [SOUN:00152628];;;;;;
;;;;;;;;;;;EMTRepconHQBeepsA [SOUN:0017367D];;;;;;
;;;;;;;;;;;EMTRepconHQBeepsA2 [SOUN:0017432F];;;;;;
;;;;;;;;;;;EMTRepconHQBeepsA3 [SOUN:00174330];;;;;;
;;;;;;;;;;;EMTRepconHQBeepsA4 [SOUN:00174C48];;;;;;
;;;;;;;;;;;EMTRepconHQBeepsB [SOUN:0017367E];;;;;;
;;;;;;;;;;;EMTRepconHQBeepsB2 [SOUN:00174331];;;;;;
;;;;;;;;;;;EMTRepconHQBeepsB3 [SOUN:00174332];;;;;;
;;;;;;;;;;;EMTRepconHQBeepsB4 [SOUN:00174C49];;;;;;
;;;;;;;;;;;EMTRepconHQBeepsC [SOUN:0017367F];;;;;;
;;;;;;;;;;;EMTRepconHQBeepsC2 [SOUN:00174333];;;;;;
;;;;;;;;;;;EMTRepconHQBeepsC3 [SOUN:00174334];;;;;;
;;;;;;;;;;;EMTRepconHQBeepsC4 [SOUN:00174C4A];;;;;;
;;;;;;;;;;;EMTRollerCoaster [SOUN:00171234];;;;;;
;;;;;;;;;;;EMTSandOnMetal [SOUN:0014CBD9];;;;;;
;;;;;;;;;;;EMTSandOnMetalLong [SOUN:00173680];;;;;;
;;;;;;;;;;;EMTSecuritronVaultCeilingCrumble [SOUN:00177B00];;;;;;
;;;;;;;;;;;EMTSecuritronVaultMetalGroan [SOUN:00177B01];;;;;;
;;;;;;;;;;;EMTSinkDrip [SOUN:0014EFBE];;;;;;
;;;;;;;;;;;EMTSmoldering [SOUN:00176ADF];;;;;;
;;;;;;;;;;;EMTSqueakyHinge [SOUN:00152623];;;;;;
;;;;;;;;;;;EMTStasisPod [SOUN:00174335];;;;;;
;;;;;;;;;;;EMTSteamBigOS [SOUN:001758D5];;;;;;
;;;;;;;;;;;EMTSteamLP [SOUN:001758D6];;;;;;
;;;;;;;;;;;EMTSteamOS [SOUN:001758D7];;;;;;
;;;;;;;;;;;EMTStreetVent [SOUN:00173681];;;;;;
;;;;;;;;;;;EMTToiletGurgle [SOUN:0014EFBD];;;;;;
;;;;;;;;;;;EMTTrashCanFlies [SOUN:0014EFBC];;;;;;
;;;;;;;;;;;EMTTurbineShaft [SOUN:00175ED6];;;;;;
;;;;;;;;;;;EMTUnderWaterMetal [SOUN:00173682];;;;;;
;;;;;;;;;;;EMTUnderWaterTruck [SOUN:00173683];;;;;;
;;;;;;;;;;;EMTUnderwaterCaveEntranceLP [SOUN:001731DF];;;;;;
;;;;;;;;;;;EMTVaultSpark [SOUN:00176AE0];;;;;;
;;;;;;;;;;;EMTVentWall [SOUN:00174336];;;;;;
;;;;;;;;;;;EMTWarRoomTable [SOUN:001541C8];;;;;;
;;;;;;;;;;;EMTWaterJetBottom01LP [SOUN:00155E9B];;;;;;
;;;;;;;;;;;EMTWaterJetBottom02LP [SOUN:00155E9C];;;;;;
;;;;;;;;;;;EMTWaterJetLowLP [SOUN:00155E9A];;;;;;
;;;;;;;;;;;EMTWaterLappingOS [SOUN:00174337];;;;;;
;;;;;;;;;;;EMTWaterTankSmall [SOUN:00171235];;;;;;
;;;;;;;;;;;EMTWaterTankVault22 [SOUN:00176ADA];;;;;;
;;;;;;;;;;;EMTWaterToxicDumpBLP [SOUN:00174C43];;;;;;
;;;;;;;;;;;EMTWindowGustMcCarran [SOUN:00175ED4];;;;;;
;;;;;;;;;;;FXExplosionArtilleryHoover [SOUN:0017A294];;;;;;
;;;;;;;;;;;FXFireBLP [SOUN:00171219];;;;;;
;;;;;;;;;;;FXFireBarrelLP [SOUN:0007C323];;;;;;
;;;;;;;;;;;FXFireGasHigh [SOUN:00035E6F];;;;;;
;;;;;;;;;;;FXFireRuinsBigLP [SOUN:00171210];;;;;;
;;;;;;;;;;;FXFireRuinsHoover02LP [SOUN:0017A295];;;;;;
;;;;;;;;;;;FXFireRuinsHooverDeep02LP [SOUN:0017A296];;;;;;
;;;;;;;;;;;FXFireRuinsHooverDeepLP [SOUN:0017A297];;;;;;
;;;;;;;;;;;FXFireRuinsHooverLP [SOUN:0017A298];;;;;;
;;;;;;;;;;;FXFireRuinsMedLP [SOUN:0017120F];;;;;;
;;;;;;;;;;;FXFireRuinsSmallLP [SOUN:00171211];;;;;;
;;;;;;;;;;;FXFireTorchCLP [SOUN:0017121B];;;;;;
;;;;;;;;;;;FXRollingBoulder [SOUN:000EC06C];;;;;;
;;;;;;;;;;;MUSVault11Slideshow [SOUN:000E8B1D];;;;;;
;;;;;;;;;;;NCRCFAlarm [SOUN:000D7C27];;;;;;
;;;;;;;;;;;OBJComputerTerminal01LP [SOUN:0007E22D];;;;;;
;;;;;;;;;;;OBJComputerZAXHumLP [SOUN:0007D2C3];;;;;;
;;;;;;;;;;;OBJConsole01LP [SOUN:0001BC62];;;;;;
;;;;;;;;;;;OBJConsole02LP [SOUN:00092C56];;;;;;
;;;;;;;;;;;OBJGenerator03LP [SOUN:00174C5C];;;;;;
;;;;;;;;;;;OBJProjectorGOATLP [SOUN:00027F4C];;;;;;
;;;;;;;;;;;OBJUltraLuxeFountainLp [SOUN:00148A59];;;;;;
;;;;;;;;;;;QSTEndDestroyGateCACHE [SOUN:00177F9F];;;;;;
;;;;;;;;;;;QSTEndDestroyTurbineCACHE [SOUN:00177F9C];;;;;;
;;;;;;;;;;;QSTEndPowerUpTurbineCACHE [SOUN:00177F9D];;;;;;
;;;;;;;;;;;QSTEndSecuritronsApproachCACHE [SOUN:00177FA0];;;;;;
;;;;;;;;;;;QSTHeliosTurbineLoop [SOUN:000E3EBE];;;;;;
;;;;;;;;;;;QSTKlaxonAREP [SOUN:000E8310];;;;;;
;;;;;;;;;;;QSTKlaxonB [SOUN:0009FA43];;;;;;
;;;;;;;;;;;QSTSecuritronExitDestroyed [SOUN:00177B03];;;;;;
;;;;;;;;;;;QSTSecuritronRumble [SOUN:00177B04];;;;;;
;;;;;;;;;;;QSTSecuritronUpgrade [SOUN:00177B05];;;;;;
;;;;;;;;;;;QSTSecuritronVaultPulse [SOUN:00177B06];;;;;;
;;;;;;;;;;;QstSunnySmilesDistantGecko [SOUN:0011F5DC];;;;;;
;;;;;;;;;;;SFXACGoodSpringsLP [SOUN:00112607];;;;;;
;;;;;;;;;;;SFXFlagFlapChain [SOUN:001167AA];;;;;;
;;;;;;;;;;;SFXFlagFlapDocMitch [SOUN:0010FA69];;;;;;
;;;;;;;;;;;VMS08FXExplosionMonorailBomb2CACHE [SOUN:000FCD85];;;;;;
;;;;;;;;;;;VMS08FXExplosionMonorailBombCACHE [SOUN:000FCD84];;;;;;
;XPRM\Type;;;;;;;;;XPRM\Type;None (0);0;;;;;
;;;;;;;;;;;Box (1);1;;;;;
;;;;;;;;;;;Sphere (2);2;;;;;
;;;;;;;;;;;Portal Box (3);3;;;;;
;;;;;;;;;;;None;0;;;;;
;;;;;;;;;;;Box;1;;;;;
;;;;;;;;;;;Sphere;2;;;;;
;;;;;;;;;;;Portal Box;3;;;;;
;Ownership;;;;;;;;;XOWN;;;;;;;
;Ownership\XOWN;;;;;;;;;XOWN\Owner;;;;;;;
;Ownership\XRNK;;;;;;;;;XRNK;;;;;;;
