architecture\Strip\NV_StripWall\NV_StripWall-L02c.NIF;;;;;architecture\Strip\NV_StripWall\NV_StripWall-L02c.NIF;
architecture\Strip\NV_StripWall\NV_StripWall-L02Front.NIF;;;;;architecture\Strip\NV_StripWall\NV_StripWall-L02Front.NIF;
architecture\Strip\NV_StripWall\NV_StripWall-S01.NIF;;;;;architecture\Strip\NV_StripWall\NV_StripWall-S01.NIF;
architecture\Strip\NV_StripWall\NV_StripWall-S01b.NIF;;;;;architecture\Strip\NV_StripWall\NV_StripWall-S01b.NIF;
architecture\Strip\NV_StripWall\NV_StripWall-S01Back.NIF;;;;;architecture\Strip\NV_StripWall\NV_StripWall-S01Back.NIF;
architecture\Strip\NV_StripWall\NV_StripWall-S01Front.NIF;;;;;architecture\Strip\NV_StripWall\NV_StripWall-S01Front.NIF;
architecture\Strip\NV_TheTops-Casino01.NIF;;;;;architecture\Strip\NV_TheTops-Casino01.NIF;
architecture\Strip\NV_TheTops-Casino02.NIF;;;;;architecture\Strip\NV_TheTops-Casino02.NIF;
architecture\Strip\NV_TheTops-Casino02Courtyard.NIF;;;;;architecture\Strip\NV_TheTops-Casino02Courtyard.NIF;
architecture\Strip\NV_TheTops-Casino03.NIF;;;;;architecture\Strip\NV_TheTops-Casino03.NIF;
architecture\Strip\NV_TheTops-Casino04.NIF;;;;;architecture\Strip\NV_TheTops-Casino04.NIF;
architecture\Strip\NV_TheTops-Casino04Courtyard.NIF;;;;;architecture\Strip\NV_TheTops-Casino04Courtyard.NIF;
architecture\Strip\NV_TheTops-Casino05.NIF;;;;;architecture\Strip\NV_TheTops-Casino05.NIF;
architecture\Strip\NV_TheTops-Casino06.NIF;;;;;architecture\Strip\NV_TheTops-Casino06.NIF;
architecture\Strip\NV_TheTops-Casino06Courtyard.NIF;;;;;architecture\Strip\NV_TheTops-Casino06Courtyard.NIF;
architecture\Strip\NV_TheTops-Casino07.NIF;;;;;architecture\Strip\NV_TheTops-Casino07.NIF;
architecture\Strip\NV_TheTops-Casino07Courtyard.NIF;;;;;architecture\Strip\NV_TheTops-Casino07Courtyard.NIF;
architecture\Strip\NV_TheTops-Casino08.NIF;;;;;architecture\Strip\NV_TheTops-Casino08.NIF;
architecture\Strip\NV_TheTops-Casino09.NIF;;;;;architecture\Strip\NV_TheTops-Casino09.NIF;
architecture\Strip\NV_TheTops-Casino10.NIF;;;;;architecture\Strip\NV_TheTops-Casino10.NIF;
architecture\Strip\NV_TheTops-Casino_Neon.NIF;;;;;architecture\Strip\NV_TheTops-Casino_Neon.NIF;
architecture\Strip\NV_TheTops-Hotel01.NIF;;;;;architecture\Strip\NV_TheTops-Hotel01.NIF;
architecture\Strip\NV_TheTops-Hotel02.NIF;;;;;architecture\Strip\NV_TheTops-Hotel02.NIF;
architecture\Strip\NV_TheTops-Hotel03.NIF;;;;;architecture\Strip\NV_TheTops-Hotel03.NIF;
architecture\Strip\NV_TheTops-Hotel04.NIF;;;;;architecture\Strip\NV_TheTops-Hotel04.NIF;
architecture\Strip\NV_TheTops-Hotel_Neon.NIF;;;;;architecture\Strip\NV_TheTops-Hotel_Neon.NIF;
architecture\Strip\NV_TheTops-Hotel_NeonCourtyard.NIF;;;;;architecture\Strip\NV_TheTops-Hotel_NeonCourtyard.NIF;
architecture\Strip\NV_TheTops-Hotel_NeonWL.NIF;;;;;architecture\Strip\NV_TheTops-Hotel_NeonWL.NIF;
architecture\Strip\NV_TheTops-Hotel_NeonWL02.NIF;;;;;architecture\Strip\NV_TheTops-Hotel_NeonWL02.NIF;
architecture\Strip\NV_TheTops-Hotel_NeonWLCloser.NIF;;;;;architecture\Strip\NV_TheTops-Hotel_NeonWLCloser.NIF;
architecture\Strip\NV_TheTops-Hotel_NeonWLCloser02.NIF;;;;;architecture\Strip\NV_TheTops-Hotel_NeonWLCloser02.NIF;
architecture\Strip\NV_TheTops-Sign.NIF;;;;;architecture\Strip\NV_TheTops-Sign.NIF;
architecture\Strip\NV_TheTops-Sign_Act01.NIF;;;;;architecture\Strip\NV_TheTops-Sign_Act01.NIF;
architecture\Strip\NV_TheTops-Sign_Act02.NIF;;;;;architecture\Strip\NV_TheTops-Sign_Act02.NIF;
architecture\Strip\NV_TheTops-Sign_Act03.NIF;;;;;architecture\Strip\NV_TheTops-Sign_Act03.NIF;
architecture\Strip\NV_TheTops-Sign_Act04.NIF;;;;;architecture\Strip\NV_TheTops-Sign_Act04.NIF;
architecture\Strip\NV_TheTops-Sign_Act05.NIF;;;;;architecture\Strip\NV_TheTops-Sign_Act05.NIF;
architecture\Strip\NV_TheTops-Sign_Lights.NIF;;;;;architecture\Strip\NV_TheTops-Sign_Lights.NIF;
architecture\Strip\NV_TheTops-WL.NIF;;;;;architecture\Strip\NV_TheTops-WL.NIF;
architecture\Strip\NV_TheTops_Pool.NIF;;;;;architecture\Strip\NV_TheTops_Pool.NIF;
architecture\Strip\NV_TopsExtDoor02.NIF;;;;;architecture\Strip\NV_TopsExtDoor02.NIF;
architecture\Strip\NV_Vault21_Sign.NIF;;;;;architecture\Strip\NV_Vault21_Sign.NIF;
architecture\Strip\NV_Vault21_Sign_Lights.NIF;;;;;architecture\Strip\NV_Vault21_Sign_Lights.NIF;
architecture\Strip\OldMormonFort.nif;;;;;architecture\Strip\OldMormonFort.nif;
architecture\Strip\OldMormonFortLow.nif;;;;;architecture\Strip\OldMormonFortLow.nif;
architecture\Strip\SilverRushSign.NIF;;;;;architecture\Strip\SilverRushSign.NIF;
architecture\Strip\SilverRushSignGlow.NIF;;;;;architecture\Strip\SilverRushSignGlow.NIF;
architecture\Strip\StripMonorail\Monorail_EngineLOW.nif;;;;;architecture\Strip\StripMonorail\Monorail_EngineLOW.nif;
architecture\Strip\StripMonorail\NVMonorail_EngineLOWAnim.nif;;;;;architecture\Strip\StripMonorail\NVMonorail_EngineLOWAnim.nif;
architecture\Strip\StripMonorail\NV_StripMRPlatformA.NIF;;;;;architecture\Strip\StripMonorail\NV_StripMRPlatformA.NIF;
architecture\Strip\StripMonorail\NV_StripMRPlatform_Interior.NIF;;;;;architecture\Strip\StripMonorail\NV_StripMRPlatform_Interior.NIF;
architecture\Strip\TheTops_Pool_Springboard.NIF;;;;;architecture\Strip\TheTops_Pool_Springboard.NIF;
architecture\Strip\topsWindows.NIF;;;;;architecture\Strip\topsWindows.NIF;
architecture\Strip\UltraLuxDome.NIF;;;;;architecture\Strip\UltraLuxDome.NIF;
architecture\Strip\UltraLuxDomeDoor01.NIF;;;;;architecture\Strip\UltraLuxDomeDoor01.NIF;
architecture\Strip\UltraLuxDomeGlass_Glow.nif;;;;;architecture\Strip\UltraLuxDomeGlass_Glow.nif;
architecture\Strip\UltraLuxDome_Glows.NIF;;;;;architecture\Strip\UltraLuxDome_Glows.NIF;
architecture\Strip\UltraLuxDome_GlowsBackside.NIF;;;;;architecture\Strip\UltraLuxDome_GlowsBackside.NIF;
architecture\Strip\UltraLuxDome_GlowsWL.NIF;;;;;architecture\Strip\UltraLuxDome_GlowsWL.NIF;
architecture\Strip\UltraLuxDome_GlowsWL02.NIF;;;;;architecture\Strip\UltraLuxDome_GlowsWL02.NIF;
architecture\Strip\UltraLuxDome_GlowsWL_Closer.NIF;;;;;architecture\Strip\UltraLuxDome_GlowsWL_Closer.NIF;
architecture\Strip\UltraLuxDome_GlowsWL_Closer02.NIF;;;;;architecture\Strip\UltraLuxDome_GlowsWL_Closer02.NIF;
architecture\Strip\UltraLuxDome_GlowsWL_CloserBackside.NIF;;;;;architecture\Strip\UltraLuxDome_GlowsWL_CloserBackside.NIF;
architecture\Strip\UltraLuxDome_WL.NIF;;;;;architecture\Strip\UltraLuxDome_WL.NIF;
architecture\Strip\UltraLuxHotelFront.NIF;;;;;architecture\Strip\UltraLuxHotelFront.NIF;
architecture\Strip\UltraLuxHotel_WL.NIF;;;;;architecture\Strip\UltraLuxHotel_WL.NIF;
architecture\Strip\UltraLuxSign.NIF;;;;;architecture\Strip\UltraLuxSign.NIF;
architecture\Strip\UltraLuxSignGlow.NIF;;;;;architecture\Strip\UltraLuxSignGlow.NIF;
architecture\Strip\UltraLuxWindow_Glows.NIF;;;;;architecture\Strip\UltraLuxWindow_Glows.NIF;
architecture\Strip\UL_FountainNew.NIF;;;;;architecture\Strip\UL_FountainNew.NIF;
architecture\Strip\UL_FountainNewFX.NIF;;;;;architecture\Strip\UL_FountainNewFX.NIF;
architecture\Strip\Vault21LOW.nif;;;;;architecture\Strip\Vault21LOW.nif;
Architecture\Suburban\BentPipework01.NIF;;;;;Architecture\Suburban\BentPipework01.NIF;
Architecture\Suburban\BldgCorner01.NIF;;;;;Architecture\Suburban\BldgCorner01.NIF;
architecture\suburban\bldgcorner01Windows.nif;;;;;architecture\suburban\bldgcorner01Windows.nif;
architecture\suburban\bldgcorner01Windows02.nif;;;;;architecture\suburban\bldgcorner01Windows02.nif;
architecture\suburban\bldgcorner01_NV.NIF;;;;;architecture\suburban\bldgcorner01_NV.NIF;
Architecture\Suburban\BldgCorner03.NIF;;;;;Architecture\Suburban\BldgCorner03.NIF;
architecture\suburban\bldgcorner03b_NV.nif;;;;;architecture\suburban\bldgcorner03b_NV.nif;
architecture\suburban\bldgcorner03_NV.nif;;;;;architecture\suburban\bldgcorner03_NV.nif;
architecture\suburban\BldgCorner04_NV.NIF;;;;;architecture\suburban\BldgCorner04_NV.NIF;
architecture\suburban\BldgCorner05_NV.NIF;;;;;architecture\suburban\BldgCorner05_NV.NIF;
architecture\suburban\BldgCorner06_NV.NIF;;;;;architecture\suburban\BldgCorner06_NV.NIF;
architecture\suburban\BldgCorner06_windowsExt.NIF;;;;;architecture\suburban\BldgCorner06_windowsExt.NIF;
Architecture\Suburban\HouseRuined01.NIF;;;;;Architecture\Suburban\HouseRuined01.NIF;
Architecture\Suburban\HouseRuined02.NIF;;;;;Architecture\Suburban\HouseRuined02.NIF;
Architecture\Suburban\HouseRuined03.NIF;;;;;Architecture\Suburban\HouseRuined03.NIF;
Architecture\Suburban\HouseRuined04a.NIF;;;;;Architecture\Suburban\HouseRuined04a.NIF;
Architecture\Suburban\HouseRuined04b.NIF;;;;;Architecture\Suburban\HouseRuined04b.NIF;
Architecture\Suburban\HouseRuined04c.NIF;;;;;Architecture\Suburban\HouseRuined04c.NIF;
Architecture\Suburban\Interior\SubRmWindowSeperate01.NIF;;;;;Architecture\Suburban\Interior\SubRmWindowSeperate01.NIF;
architecture\suburban\interior\subrmwindowseperate01_glows.nif;;;;;architecture\suburban\interior\subrmwindowseperate01_glows.nif;
Architecture\Suburban\PoliceStation01.NIF;;;;;Architecture\Suburban\PoliceStation01.NIF;
Architecture\Suburban\RubblePiles\SuburbanRubblePile01.NIF;;;;;Architecture\Suburban\RubblePiles\SuburbanRubblePile01.NIF;
Architecture\Suburban\RubblePiles\SuburbanRubblePile01b.NIF;;;;;Architecture\Suburban\RubblePiles\SuburbanRubblePile01b.NIF;
Architecture\Suburban\RubblePiles\SuburbanRubblePileLg01.NIF;;;;;Architecture\Suburban\RubblePiles\SuburbanRubblePileLg01.NIF;
Architecture\Suburban\RubblePiles\SuburbanRubblePileLg02.NIF;;;;;Architecture\Suburban\RubblePiles\SuburbanRubblePileLg02.NIF;
Architecture\Suburban\RubblePiles\SuburbanRubblePileReg01.NIF;;;;;Architecture\Suburban\RubblePiles\SuburbanRubblePileReg01.NIF;
Architecture\Suburban\RubblePiles\SuburbanRubblePileReg03.NIF;;;;;Architecture\Suburban\RubblePiles\SuburbanRubblePileReg03.NIF;
Architecture\Suburban\RubblePiles\SuburbanRubblePileSm01.NIF;;;;;Architecture\Suburban\RubblePiles\SuburbanRubblePileSm01.NIF;
Architecture\Suburban\SuburbanRanchDoorDestroy.NIF;;;;;Architecture\Suburban\SuburbanRanchDoorDestroy.NIF;
Architecture\Suburban\SuburbRubble02.NIF;;;;;Architecture\Suburban\SuburbRubble02.NIF;
architecture\SunsetS\FestusBarrel.NIF;;;;;architecture\SunsetS\FestusBarrel.NIF;
architecture\SunsetS\ssDisplayCase.NIF;;;;;architecture\SunsetS\ssDisplayCase.NIF;
architecture\SunsetS\ssDisplayCaseGlass01.NIF;;;;;architecture\SunsetS\ssDisplayCaseGlass01.NIF;
architecture\SunsetS\ssDisplayCaseGlass02.NIF;;;;;architecture\SunsetS\ssDisplayCaseGlass02.NIF;
architecture\SunsetS\ssLogoDecal.nif;;;;;architecture\SunsetS\ssLogoDecal.nif;
architecture\SunsetS\ssPosterBig.NIF;;;;;architecture\SunsetS\ssPosterBig.NIF;
architecture\SunsetS\ssSign.NIF;;;;;architecture\SunsetS\ssSign.NIF;
architecture\SunsetS\SunsetSExt.NIF;;;;;architecture\SunsetS\SunsetSExt.NIF;
architecture\TheFort\NV_Crucifix-Skeleton.NIF;;;;;architecture\TheFort\NV_Crucifix-Skeleton.NIF;
architecture\TheFort\NV_Crucifix.NIF;;;;;architecture\TheFort\NV_Crucifix.NIF;
architecture\TheFort\NV_Crucifix_unused .NIF;;;;;architecture\TheFort\NV_Crucifix_unused .NIF;
architecture\TheFort\NV_Grinder-Workbench.NIF;;;;;architecture\TheFort\NV_Grinder-Workbench.NIF;
architecture\TheFort\NV_Grinding_Wheel_All.NIF;;;;;architecture\TheFort\NV_Grinding_Wheel_All.NIF;
architecture\TheFort\NV_HeadPikeMale01.NIF;;;;;architecture\TheFort\NV_HeadPikeMale01.NIF;
architecture\TheFort\NV_HeadPikeMale02.NIF;;;;;architecture\TheFort\NV_HeadPikeMale02.NIF;
architecture\TheFort\NV_HeadPikeMale03.NIF;;;;;architecture\TheFort\NV_HeadPikeMale03.NIF;
architecture\TheFort\NV_HeadPikeOld01.NIF;;;;;architecture\TheFort\NV_HeadPikeOld01.NIF;
architecture\TheFort\NV_HeadPikeOld02.NIF;;;;;architecture\TheFort\NV_HeadPikeOld02.NIF;
architecture\TheFort\NV_HeadPikeOld03.NIF;;;;;architecture\TheFort\NV_HeadPikeOld03.NIF;
architecture\TrainStation\TrainStation.NIF;;;;;architecture\TrainStation\TrainStation.NIF;
architecture\TrainStation\TrainStationDeck.NIF;;;;;architecture\TrainStation\TrainStationDeck.NIF;
architecture\TrainStation\TrainStationExtDoor.NIF;;;;;architecture\TrainStation\TrainStationExtDoor.NIF;
architecture\TrainStation\TrainStationInterior\NV_TrainStationInterior.NIF;;;;;architecture\TrainStation\TrainStationInterior\NV_TrainStationInterior.NIF;
architecture\TrainStation\TrainStationInterior\NV_TrainStation_BeamBroken01.NIF;;;;;architecture\TrainStation\TrainStationInterior\NV_TrainStation_BeamBroken01.NIF;
architecture\TrainStation\TrainStationInterior\NV_TrainStation_BeamBroken02.NIF;;;;;architecture\TrainStation\TrainStationInterior\NV_TrainStation_BeamBroken02.NIF;
architecture\TrainStation\TrainStationInterior\NV_TrainStation_Bench.NIF;;;;;architecture\TrainStation\TrainStationInterior\NV_TrainStation_Bench.NIF;
architecture\TrainStation\TrainStationInterior\NV_TrainStation_BenchBroken.NIF;;;;;architecture\TrainStation\TrainStationInterior\NV_TrainStation_BenchBroken.NIF;
architecture\TrainStation\TrainStationInterior\NV_TrainStation_Bulletin.NIF;;;;;architecture\TrainStation\TrainStationInterior\NV_TrainStation_Bulletin.NIF;
architecture\TrainStation\TrainStationInterior\NV_TrainStation_Clock.NIF;;;;;architecture\TrainStation\TrainStationInterior\NV_TrainStation_Clock.NIF;
architecture\TrainStation\TrainStationInterior\NV_TrainStation_Lamp.NIF;;;;;architecture\TrainStation\TrainStationInterior\NV_TrainStation_Lamp.NIF;
architecture\TrainStation\TrainStationInterior\NV_TrainStation_LampBroken.NIF;;;;;architecture\TrainStation\TrainStationInterior\NV_TrainStation_LampBroken.NIF;
architecture\transmissionbuildings\TransmBldgLwreck.NIF;;;;;architecture\transmissionbuildings\TransmBldgLwreck.NIF;
architecture\transmissionbuildings\TransmBldgSquatWreck.NIF;;;;;architecture\transmissionbuildings\TransmBldgSquatWreck.NIF;
architecture\transmissionbuildings\TransmBldgTallwreck.NIF;;;;;architecture\transmissionbuildings\TransmBldgTallwreck.NIF;
architecture\transmissionbuildings\TransmissionBldgL.NIF;;;;;architecture\transmissionbuildings\TransmissionBldgL.NIF;
architecture\transmissionbuildings\TransmissionBldgSquat.NIF;;;;;architecture\transmissionbuildings\TransmissionBldgSquat.NIF;
architecture\transmissionbuildings\TransmissionBldgTall.NIF;;;;;architecture\transmissionbuildings\TransmissionBldgTall.NIF;
Architecture\Urban\Archives\ArchivesDisplayCases.NIF;;;;;Architecture\Urban\Archives\ArchivesDisplayCases.NIF;
architecture\urban\archives\archivesdisplaycases02.nif;;;;;architecture\urban\archives\archivesdisplaycases02.nif;
Architecture\Urban\BuildingKits\BLD03Column01.NIF;;;;;Architecture\Urban\BuildingKits\BLD03Column01.NIF;
Architecture\Urban\BuildingKits\BLD03Column02.NIF;;;;;Architecture\Urban\BuildingKits\BLD03Column02.NIF;
Architecture\Urban\BuildingKits\BLD03Column03.NIF;;;;;Architecture\Urban\BuildingKits\BLD03Column03.NIF;
Architecture\Urban\BuildingKits\BLD03Column04.NIF;;;;;Architecture\Urban\BuildingKits\BLD03Column04.NIF;
Architecture\Urban\BuildingKits\BLD03Corner01.NIF;;;;;Architecture\Urban\BuildingKits\BLD03Corner01.NIF;
Architecture\Urban\BuildingKits\BLD03Corner02.NIF;;;;;Architecture\Urban\BuildingKits\BLD03Corner02.NIF;
Architecture\Urban\BuildingKits\BLD03CornerRd01.NIF;;;;;Architecture\Urban\BuildingKits\BLD03CornerRd01.NIF;
Architecture\Urban\BuildingKits\BLD03DivWall01.NIF;;;;;Architecture\Urban\BuildingKits\BLD03DivWall01.NIF;
Architecture\Urban\BuildingKits\BLD03DivWallGFFree01.NIF;;;;;Architecture\Urban\BuildingKits\BLD03DivWallGFFree01.NIF;
Architecture\Urban\BuildingKits\BLD03DivWallGFFreeDoor01.NIF;;;;;Architecture\Urban\BuildingKits\BLD03DivWallGFFreeDoor01.NIF;
Architecture\Urban\BuildingKits\BLD03DivWallGFFreeWin01.NIF;;;;;Architecture\Urban\BuildingKits\BLD03DivWallGFFreeWin01.NIF;
Architecture\Urban\BuildingKits\BLD03EndL01.NIF;;;;;Architecture\Urban\BuildingKits\BLD03EndL01.NIF;
Architecture\Urban\BuildingKits\BLD03EndR01.NIF;;;;;Architecture\Urban\BuildingKits\BLD03EndR01.NIF;
Architecture\Urban\BuildingKits\BLD03Mid01.NIF;;;;;Architecture\Urban\BuildingKits\BLD03Mid01.NIF;
Architecture\Urban\BuildingKits\BLD03Mid02.NIF;;;;;Architecture\Urban\BuildingKits\BLD03Mid02.NIF;
Architecture\Urban\BuildingKits\BLD03Mid03.NIF;;;;;Architecture\Urban\BuildingKits\BLD03Mid03.NIF;
Architecture\Urban\BuildingKits\BLD03Mid04.NIF;;;;;Architecture\Urban\BuildingKits\BLD03Mid04.NIF;
Architecture\Urban\BuildingKits\BLD03Stairs01.NIF;;;;;Architecture\Urban\BuildingKits\BLD03Stairs01.NIF;
Architecture\Urban\BuildingKits\BLD03Stairs2nd01.NIF;;;;;Architecture\Urban\BuildingKits\BLD03Stairs2nd01.NIF;
Architecture\Urban\BuildingKits\BLD06Corner01.NIF;;;;;Architecture\Urban\BuildingKits\BLD06Corner01.NIF;
Architecture\Urban\BuildingKits\BLD06Corner01Rd.NIF;;;;;Architecture\Urban\BuildingKits\BLD06Corner01Rd.NIF;
Architecture\Urban\BuildingKits\BLD06CornerMetalAddOn01.NIF;;;;;Architecture\Urban\BuildingKits\BLD06CornerMetalAddOn01.NIF;
Architecture\Urban\BuildingKits\BLD06CornIn01.NIF;;;;;Architecture\Urban\BuildingKits\BLD06CornIn01.NIF;
Architecture\Urban\BuildingKits\BLD06CustomInset01.NIF;;;;;Architecture\Urban\BuildingKits\BLD06CustomInset01.NIF;
Architecture\Urban\BuildingKits\BLD06Mid01.NIF;;;;;Architecture\Urban\BuildingKits\BLD06Mid01.NIF;
Architecture\Urban\BuildingKits\BLD06MidMetalAddOn01.NIF;;;;;Architecture\Urban\BuildingKits\BLD06MidMetalAddOn01.NIF;
Architecture\Urban\BuildingKits\BLD07TopCorner01.NIF;;;;;Architecture\Urban\BuildingKits\BLD07TopCorner01.NIF;
Architecture\Urban\BuildingKits\BLD11BrokenWindow01.NIF;;;;;Architecture\Urban\BuildingKits\BLD11BrokenWindow01.NIF;
Architecture\Urban\BuildingKits\BLD11CorIn01.NIF;;;;;Architecture\Urban\BuildingKits\BLD11CorIn01.NIF;
Architecture\Urban\BuildingKits\BLD11Corner01.NIF;;;;;Architecture\Urban\BuildingKits\BLD11Corner01.NIF;
Architecture\Urban\BuildingKits\BLD11Corner02.NIF;;;;;Architecture\Urban\BuildingKits\BLD11Corner02.NIF;
Architecture\Urban\BuildingKits\BLD11CornerRd01.NIF;;;;;Architecture\Urban\BuildingKits\BLD11CornerRd01.NIF;
Architecture\Urban\BuildingKits\BLD11DivWallGFDockLarge01.NIF;;;;;Architecture\Urban\BuildingKits\BLD11DivWallGFDockLarge01.NIF;
Architecture\Urban\BuildingKits\BLD11DivWallGFDockMed01.NIF;;;;;Architecture\Urban\BuildingKits\BLD11DivWallGFDockMed01.NIF;
Architecture\Urban\BuildingKits\BLD11DivWallGFFree01.NIF;;;;;Architecture\Urban\BuildingKits\BLD11DivWallGFFree01.NIF;
Architecture\Urban\BuildingKits\BLD11DivWallGFFreeDoor01.NIF;;;;;Architecture\Urban\BuildingKits\BLD11DivWallGFFreeDoor01.NIF;
Architecture\Urban\BuildingKits\BLD11EndL01.NIF;;;;;Architecture\Urban\BuildingKits\BLD11EndL01.NIF;
Architecture\Urban\BuildingKits\BLD11EndR01.NIF;;;;;Architecture\Urban\BuildingKits\BLD11EndR01.NIF;
Architecture\Urban\BuildingKits\BLD11Floor01.NIF;;;;;Architecture\Urban\BuildingKits\BLD11Floor01.NIF;
Architecture\Urban\BuildingKits\BLD11Mid01.NIF;;;;;Architecture\Urban\BuildingKits\BLD11Mid01.NIF;
Architecture\Urban\BuildingKits\BLD11Mid02.NIF;;;;;Architecture\Urban\BuildingKits\BLD11Mid02.NIF;
Architecture\Urban\BuildingKits\BLD11Mid04.NIF;;;;;Architecture\Urban\BuildingKits\BLD11Mid04.NIF;
Architecture\Urban\BuildingKits\BLD11Stairs01.NIF;;;;;Architecture\Urban\BuildingKits\BLD11Stairs01.NIF;
Architecture\Urban\BuildingKits\BLDBasementCorner01.NIF;;;;;Architecture\Urban\BuildingKits\BLDBasementCorner01.NIF;
Architecture\Urban\BuildingKits\BLDBasementStructure01.NIF;;;;;Architecture\Urban\BuildingKits\BLDBasementStructure01.NIF;
architecture\urban\buildingkits\New Vegas\BLD11Corner01_OPT.nif;;;;;architecture\urban\buildingkits\New Vegas\BLD11Corner01_OPT.nif;
architecture\urban\buildingkits\New Vegas\BLD11Corner02_OPT.nif;;;;;architecture\urban\buildingkits\New Vegas\BLD11Corner02_OPT.nif;
architecture\urban\buildingkits\New Vegas\BLD11CornerRd01_OPT.nif;;;;;architecture\urban\buildingkits\New Vegas\BLD11CornerRd01_OPT.nif;
architecture\urban\buildingkits\New Vegas\BLD11EndL01_OPT.nif;;;;;architecture\urban\buildingkits\New Vegas\BLD11EndL01_OPT.nif;
architecture\urban\buildingkits\New Vegas\BLD11EndR01_OPT.nif;;;;;architecture\urban\buildingkits\New Vegas\BLD11EndR01_OPT.nif;
architecture\urban\buildingkits\New Vegas\BLD11Mid01_OPT.nif;;;;;architecture\urban\buildingkits\New Vegas\BLD11Mid01_OPT.nif;
architecture\urban\buildingkits\New Vegas\BLD11Mid02_OPT.nif;;;;;architecture\urban\buildingkits\New Vegas\BLD11Mid02_OPT.nif;
Architecture\Urban\BuildingKits\RaisedPlatformEnd01.NIF;;;;;Architecture\Urban\BuildingKits\RaisedPlatformEnd01.NIF;
Architecture\Urban\BuildingKits\RaisedPlatformMid01.NIF;;;;;Architecture\Urban\BuildingKits\RaisedPlatformMid01.NIF;
Architecture\Urban\BuildingKits\SchDoorSmR01.NIF;;;;;Architecture\Urban\BuildingKits\SchDoorSmR01.NIF;
Architecture\Urban\BuildingsComplete\BLDDupontAngled01.NIF;;;;;Architecture\Urban\BuildingsComplete\BLDDupontAngled01.NIF;
Architecture\Urban\BuildingsComplete\BLDDupontAngled01BackCap01.NIF;;;;;Architecture\Urban\BuildingsComplete\BLDDupontAngled01BackCap01.NIF;
Architecture\Urban\CivicSpace\CSStepDownCor01.NIF;;;;;Architecture\Urban\CivicSpace\CSStepDownCor01.NIF;
Architecture\Urban\CivicSpace\CSStepDownCorIn01.NIF;;;;;Architecture\Urban\CivicSpace\CSStepDownCorIn01.NIF;
Architecture\Urban\CivicSpace\CSStepDownStairs01.NIF;;;;;Architecture\Urban\CivicSpace\CSStepDownStairs01.NIF;
Architecture\Urban\CivicSpace\CSStepDownStairs01Grate.NIF;;;;;Architecture\Urban\CivicSpace\CSStepDownStairs01Grate.NIF;
Architecture\Urban\CivicSpace\CSStepDownStr01.NIF;;;;;Architecture\Urban\CivicSpace\CSStepDownStr01.NIF;
Architecture\Urban\CivicSpace\CSStepDownTreePlanter02.NIF;;;;;Architecture\Urban\CivicSpace\CSStepDownTreePlanter02.NIF;
Architecture\Urban\CivicSpace\CSStepStr01.NIF;;;;;Architecture\Urban\CivicSpace\CSStepStr01.NIF;
Architecture\Urban\CivicSpace\GatedWall\GatedlCor01.NIF;;;;;Architecture\Urban\CivicSpace\GatedWall\GatedlCor01.NIF;
Architecture\Urban\CivicSpace\GatedWall\GateStr01.NIF;;;;;Architecture\Urban\CivicSpace\GatedWall\GateStr01.NIF;
Architecture\Urban\CivicSpace\GatedWall\GateStrDestoyed01.NIF;;;;;Architecture\Urban\CivicSpace\GatedWall\GateStrDestoyed01.NIF;
Architecture\Urban\CivicSpace\GatedWall\GateStrEnd01.NIF;;;;;Architecture\Urban\CivicSpace\GatedWall\GateStrEnd01.NIF;
Architecture\Urban\CivicSpace\GatedWall\UrbanGatedWallCor01.NIF;;;;;Architecture\Urban\CivicSpace\GatedWall\UrbanGatedWallCor01.NIF;
Architecture\Urban\CivicSpace\GatedWall\UrbanGatedWallStr01.NIF;;;;;Architecture\Urban\CivicSpace\GatedWall\UrbanGatedWallStr01.NIF;
Architecture\Urban\CivicSpace\GatedWall\UrbanGatedWallStrDestoyed01.NIF;;;;;Architecture\Urban\CivicSpace\GatedWall\UrbanGatedWallStrDestoyed01.NIF;
architecture\urban\civicspace\gatedwall\UrbanGatedWallStrDestoyedStone01_NV.nif;;;;;architecture\urban\civicspace\gatedwall\UrbanGatedWallStrDestoyedStone01_NV.nif;
architecture\urban\civicspace\gatedwall\UrbanGatedWallStrStone01.nif;;;;;architecture\urban\civicspace\gatedwall\UrbanGatedWallStrStone01.nif;
architecture\urban\civicspace\gatedwall\urbangatedwallstrStone01_NV.nif;;;;;architecture\urban\civicspace\gatedwall\urbangatedwallstrStone01_NV.nif;
Architecture\Urban\CivicSpace\GatedWall\UrbanWallStairs01.NIF;;;;;Architecture\Urban\CivicSpace\GatedWall\UrbanWallStairs01.NIF;
Architecture\Urban\CivicSpace\GatedWall\UrbanWallStr01.NIF;;;;;Architecture\Urban\CivicSpace\GatedWall\UrbanWallStr01.NIF;
Architecture\Urban\CivicSpace\TakomaIntersectionPlanter01.NIF;;;;;Architecture\Urban\CivicSpace\TakomaIntersectionPlanter01.NIF;
Architecture\Urban\CivicSpace\UrbanCourtyardwallCor01.NIF;;;;;Architecture\Urban\CivicSpace\UrbanCourtyardwallCor01.NIF;
Architecture\Urban\CivicSpace\UrbanCourtyardwallCor02.NIF;;;;;Architecture\Urban\CivicSpace\UrbanCourtyardwallCor02.NIF;
