weapons\2handrifle\HuntingShotgun.NIF;1stPersonHuntingShotguntexture;##Shells:0;weapons\2handrifle\1stpersonHuntingShotgun.dds;weapons\2handrifle\1stpersonHuntingShotgun_n.dds;weapons\2handrifle\HuntingShotgun_m.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\HuntingShotgun.NIF;1stPersonHuntingShotguntexture;##Stock:0;weapons\2handrifle\1stpersonHuntingShotgun.dds;weapons\2handrifle\1stpersonHuntingShotgun_n.dds;weapons\2handrifle\HuntingShotgun_m.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\HuntingShotgun.NIF;1stPersonHuntingShotguntexture;##Trigger:0;weapons\2handrifle\1stpersonHuntingShotgun.dds;weapons\2handrifle\1stpersonHuntingShotgun_n.dds;weapons\2handrifle\HuntingShotgun_m.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\HuntingShotgun.NIF;1stPersonHuntingShotguntexture;HuntingShotgun:0;weapons\2handrifle\1stpersonHuntingShotgun.dds;weapons\2handrifle\1stpersonHuntingShotgun_n.dds;weapons\2handrifle\HuntingShotgun_m.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\VarmintRifleExt.NIF;1stPersonVarmintRifleTexture;##VRBolt:0;weapons\2handrifle\1stpersonVarmint_22_D.dds;weapons\2handrifle\1stpersonVarmint_22_N.dds;weapons\2handrifle\Varmint_22_M.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\VarmintRifleExt.NIF;1stPersonVarmintRifleTexture;##VRClip:0;weapons\2handrifle\1stpersonVarmint_22_D.dds;weapons\2handrifle\1stpersonVarmint_22_N.dds;weapons\2handrifle\Varmint_22_M.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\VarmintRifleExt.NIF;1stPersonVarmintRifleTexture;##VRClip:1;weapons\2handrifle\1stpersonVarmint_22_D.dds;weapons\2handrifle\1stpersonVarmint_22_N.dds;weapons\2handrifle\Varmint_22_M.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\VarmintRifleExt.NIF;1stPersonVarmintRifleTexture;##VRTrigger:0;weapons\2handrifle\1stpersonVarmint_22_D.dds;weapons\2handrifle\1stpersonVarmint_22_N.dds;weapons\2handrifle\Varmint_22_M.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\VarmintRifleExt.NIF;1stPersonVarmintRifleTexture;VarmintRifle:0;weapons\2handrifle\1stpersonVarmint_22_D.dds;weapons\2handrifle\1stpersonVarmint_22_N.dds;weapons\2handrifle\Varmint_22_M.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\VarmintRifleSilExt.NIF;1stPersonVarmintRifleTexture;##VRBolt:0;weapons\2handrifle\1stpersonVarmint_22_D.dds;weapons\2handrifle\1stpersonVarmint_22_N.dds;weapons\2handrifle\Varmint_22_M.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\VarmintRifleSilExt.NIF;1stPersonVarmintRifleTexture;##VRClip:0;weapons\2handrifle\1stpersonVarmint_22_D.dds;weapons\2handrifle\1stpersonVarmint_22_N.dds;weapons\2handrifle\Varmint_22_M.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\VarmintRifleSilExt.NIF;1stPersonVarmintRifleTexture;##VRClip:1;weapons\2handrifle\1stpersonVarmint_22_D.dds;weapons\2handrifle\1stpersonVarmint_22_N.dds;weapons\2handrifle\Varmint_22_M.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\VarmintRifleSilExt.NIF;1stPersonVarmintRifleTexture;##VRTrigger:0;weapons\2handrifle\1stpersonVarmint_22_D.dds;weapons\2handrifle\1stpersonVarmint_22_N.dds;weapons\2handrifle\Varmint_22_M.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\VarmintRifleSilExt.NIF;1stPersonVarmintRifleTexture;Silencer:0;weapons\2handrifle\1stpersonVarmint_22_D.dds;weapons\2handrifle\1stpersonVarmint_22_N.dds;weapons\2handrifle\Varmint_22_M.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\VarmintRifleSilExt.NIF;1stPersonVarmintRifleTexture;VarmintRifle:0;weapons\2handrifle\1stpersonVarmint_22_D.dds;weapons\2handrifle\1stpersonVarmint_22_N.dds;weapons\2handrifle\Varmint_22_M.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\VarmintRifleSil.NIF;1stPersonVarmintRifleTexture;##VRBolt:0;weapons\2handrifle\1stpersonVarmint_22_D.dds;weapons\2handrifle\1stpersonVarmint_22_N.dds;weapons\2handrifle\Varmint_22_M.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\VarmintRifleSil.NIF;1stPersonVarmintRifleTexture;##VRClip:0;weapons\2handrifle\1stpersonVarmint_22_D.dds;weapons\2handrifle\1stpersonVarmint_22_N.dds;weapons\2handrifle\Varmint_22_M.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\VarmintRifleSil.NIF;1stPersonVarmintRifleTexture;##VRClip:1;weapons\2handrifle\1stpersonVarmint_22_D.dds;weapons\2handrifle\1stpersonVarmint_22_N.dds;weapons\2handrifle\Varmint_22_M.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\VarmintRifleSil.NIF;1stPersonVarmintRifleTexture;##VRTrigger:0;weapons\2handrifle\1stpersonVarmint_22_D.dds;weapons\2handrifle\1stpersonVarmint_22_N.dds;weapons\2handrifle\Varmint_22_M.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\VarmintRifleSil.NIF;1stPersonVarmintRifleTexture;Silencer:0;weapons\2handrifle\1stpersonVarmint_22_D.dds;weapons\2handrifle\1stpersonVarmint_22_N.dds;weapons\2handrifle\Varmint_22_M.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\VarmintRifleSil.NIF;1stPersonVarmintRifleTexture;VarmintRifle:0;weapons\2handrifle\1stpersonVarmint_22_D.dds;weapons\2handrifle\1stpersonVarmint_22_N.dds;weapons\2handrifle\Varmint_22_M.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\VarmintRifleScp.NIF;1stPersonVarmintRifleTexture;##VRBolt:0;weapons\2handrifle\1stpersonVarmint_22_D.dds;weapons\2handrifle\1stpersonVarmint_22_N.dds;weapons\2handrifle\Varmint_22_M.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\VarmintRifleScp.NIF;1stPersonVarmintRifleTexture;##VRClip:0;weapons\2handrifle\1stpersonVarmint_22_D.dds;weapons\2handrifle\1stpersonVarmint_22_N.dds;weapons\2handrifle\Varmint_22_M.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\VarmintRifleScp.NIF;1stPersonVarmintRifleTexture;##VRClip:1;weapons\2handrifle\1stpersonVarmint_22_D.dds;weapons\2handrifle\1stpersonVarmint_22_N.dds;weapons\2handrifle\Varmint_22_M.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\VarmintRifleScp.NIF;1stPersonVarmintRifleTexture;##VRTrigger:0;weapons\2handrifle\1stpersonVarmint_22_D.dds;weapons\2handrifle\1stpersonVarmint_22_N.dds;weapons\2handrifle\Varmint_22_M.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\VarmintRifleScp.NIF;1stPersonVarmintRifleTexture;VarmintRifle:0;weapons\2handrifle\1stpersonVarmint_22_D.dds;weapons\2handrifle\1stpersonVarmint_22_N.dds;weapons\2handrifle\Varmint_22_M.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\VarmintRifleScp.NIF;1stPersonVarmintRifleTexture;VarmintScope:0;weapons\2handrifle\1stpersonVarmint_22_D.dds;weapons\2handrifle\1stpersonVarmint_22_N.dds;weapons\2handrifle\Varmint_22_M.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\VarmintRifleScpExt.NIF;1stPersonVarmintRifleTexture;##VRBolt:0;weapons\2handrifle\1stpersonVarmint_22_D.dds;weapons\2handrifle\1stpersonVarmint_22_N.dds;weapons\2handrifle\Varmint_22_M.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\VarmintRifleScpExt.NIF;1stPersonVarmintRifleTexture;##VRClip:0;weapons\2handrifle\1stpersonVarmint_22_D.dds;weapons\2handrifle\1stpersonVarmint_22_N.dds;weapons\2handrifle\Varmint_22_M.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\VarmintRifleScpExt.NIF;1stPersonVarmintRifleTexture;##VRClip:1;weapons\2handrifle\1stpersonVarmint_22_D.dds;weapons\2handrifle\1stpersonVarmint_22_N.dds;weapons\2handrifle\Varmint_22_M.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\VarmintRifleScpExt.NIF;1stPersonVarmintRifleTexture;##VRTrigger:0;weapons\2handrifle\1stpersonVarmint_22_D.dds;weapons\2handrifle\1stpersonVarmint_22_N.dds;weapons\2handrifle\Varmint_22_M.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\VarmintRifleScpExt.NIF;1stPersonVarmintRifleTexture;VarmintRifle:0;weapons\2handrifle\1stpersonVarmint_22_D.dds;weapons\2handrifle\1stpersonVarmint_22_N.dds;weapons\2handrifle\Varmint_22_M.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\VarmintRifleScpExt.NIF;1stPersonVarmintRifleTexture;VarmintScope:0;weapons\2handrifle\1stpersonVarmint_22_D.dds;weapons\2handrifle\1stpersonVarmint_22_N.dds;weapons\2handrifle\Varmint_22_M.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\VarmintRifleScpSil.NIF;1stPersonVarmintRifleTexture;##VRBolt:0;weapons\2handrifle\1stpersonVarmint_22_D.dds;weapons\2handrifle\1stpersonVarmint_22_N.dds;weapons\2handrifle\Varmint_22_M.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\VarmintRifleScpSil.NIF;1stPersonVarmintRifleTexture;##VRClip:0;weapons\2handrifle\1stpersonVarmint_22_D.dds;weapons\2handrifle\1stpersonVarmint_22_N.dds;weapons\2handrifle\Varmint_22_M.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\VarmintRifleScpSil.NIF;1stPersonVarmintRifleTexture;##VRClip:1;weapons\2handrifle\1stpersonVarmint_22_D.dds;weapons\2handrifle\1stpersonVarmint_22_N.dds;weapons\2handrifle\Varmint_22_M.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\VarmintRifleScpSil.NIF;1stPersonVarmintRifleTexture;##VRTrigger:0;weapons\2handrifle\1stpersonVarmint_22_D.dds;weapons\2handrifle\1stpersonVarmint_22_N.dds;weapons\2handrifle\Varmint_22_M.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\VarmintRifleScpSil.NIF;1stPersonVarmintRifleTexture;Silencer:0;weapons\2handrifle\1stpersonVarmint_22_D.dds;weapons\2handrifle\1stpersonVarmint_22_N.dds;weapons\2handrifle\Varmint_22_M.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\VarmintRifleScpSil.NIF;1stPersonVarmintRifleTexture;VarmintRifle:0;weapons\2handrifle\1stpersonVarmint_22_D.dds;weapons\2handrifle\1stpersonVarmint_22_N.dds;weapons\2handrifle\Varmint_22_M.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\VarmintRifleScpSil.NIF;1stPersonVarmintRifleTexture;VarmintScope:0;weapons\2handrifle\1stpersonVarmint_22_D.dds;weapons\2handrifle\1stpersonVarmint_22_N.dds;weapons\2handrifle\Varmint_22_M.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\HuntingShotgunChoke.NIF;1stPersonHuntingShotguntexture;##Cover:0;weapons\2handrifle\1stpersonHuntingShotgun.dds;weapons\2handrifle\1stpersonHuntingShotgun_n.dds;weapons\2handrifle\HuntingShotgun_m.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\HuntingShotgunChoke.NIF;1stPersonHuntingShotguntexture;##Latch:0;weapons\2handrifle\1stpersonHuntingShotgun.dds;weapons\2handrifle\1stpersonHuntingShotgun_n.dds;weapons\2handrifle\HuntingShotgun_m.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\HuntingShotgunChoke.NIF;1stPersonHuntingShotguntexture;##Shells:0;weapons\2handrifle\1stpersonHuntingShotgun.dds;weapons\2handrifle\1stpersonHuntingShotgun_n.dds;weapons\2handrifle\HuntingShotgun_m.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\HuntingShotgunChoke.NIF;1stPersonHuntingShotguntexture;##Stock:0;weapons\2handrifle\1stpersonHuntingShotgun.dds;weapons\2handrifle\1stpersonHuntingShotgun_n.dds;weapons\2handrifle\HuntingShotgun_m.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\HuntingShotgunChoke.NIF;1stPersonHuntingShotguntexture;##Trigger:0;weapons\2handrifle\1stpersonHuntingShotgun.dds;weapons\2handrifle\1stpersonHuntingShotgun_n.dds;weapons\2handrifle\HuntingShotgun_m.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\HuntingShotgunChoke.NIF;1stPersonHuntingShotguntexture;Choke:0;weapons\2handrifle\1stpersonHuntingShotgun.dds;weapons\2handrifle\1stpersonHuntingShotgun_n.dds;weapons\2handrifle\HuntingShotgun_m.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\HuntingShotgunChoke.NIF;1stPersonHuntingShotguntexture;HuntingShotgun:0;weapons\2handrifle\1stpersonHuntingShotgun.dds;weapons\2handrifle\1stpersonHuntingShotgun_n.dds;weapons\2handrifle\HuntingShotgun_m.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\HuntingShotgunUnique.nif;1stPersonHuntingShotgunUniquetexture;##Cover:0;weapons\2handrifle\1stpersonHuntingShotgunUnique.dds;weapons\2handrifle\1stpersonHuntingShotgunUnique_n.dds;weapons\2handrifle\HuntingShotgunUnique_m.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\HuntingShotgunUnique.nif;1stPersonHuntingShotgunUniquetexture;##Latch:0;weapons\2handrifle\1stpersonHuntingShotgunUnique.dds;weapons\2handrifle\1stpersonHuntingShotgunUnique_n.dds;weapons\2handrifle\HuntingShotgunUnique_m.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\HuntingShotgunUnique.nif;1stPersonHuntingShotgunUniquetexture;##Shells:0;weapons\2handrifle\1stpersonHuntingShotgunUnique.dds;weapons\2handrifle\1stpersonHuntingShotgunUnique_n.dds;weapons\2handrifle\HuntingShotgunUnique_m.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\HuntingShotgunUnique.nif;1stPersonHuntingShotgunUniquetexture;##Stock:0;weapons\2handrifle\1stpersonHuntingShotgunUnique.dds;weapons\2handrifle\1stpersonHuntingShotgunUnique_n.dds;weapons\2handrifle\HuntingShotgunUnique_m.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\HuntingShotgunUnique.nif;1stPersonHuntingShotgunUniquetexture;##Trigger:0;weapons\2handrifle\1stpersonHuntingShotgunUnique.dds;weapons\2handrifle\1stpersonHuntingShotgunUnique_n.dds;weapons\2handrifle\HuntingShotgunUnique_m.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\HuntingShotgunUnique.nif;1stPersonHuntingShotgunUniquetexture;Choke:0;weapons\2handrifle\1stpersonHuntingShotgunUnique.dds;weapons\2handrifle\1stpersonHuntingShotgunUnique_n.dds;weapons\2handrifle\HuntingShotgunUnique_m.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\HuntingShotgunUnique.nif;1stPersonHuntingShotgunUniquetexture;HuntingShotgun:0;weapons\2handrifle\1stpersonHuntingShotgunUnique.dds;weapons\2handrifle\1stpersonHuntingShotgunUnique_n.dds;weapons\2handrifle\HuntingShotgunUnique_m.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\HuntingShotgunExtChoke.NIF;1stPersonHuntingShotguntexture;##Cover:0;weapons\2handrifle\1stpersonHuntingShotgun.dds;weapons\2handrifle\1stpersonHuntingShotgun_n.dds;weapons\2handrifle\HuntingShotgun_m.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\HuntingShotgunExtChoke.NIF;1stPersonHuntingShotguntexture;##Latch:0;weapons\2handrifle\1stpersonHuntingShotgun.dds;weapons\2handrifle\1stpersonHuntingShotgun_n.dds;weapons\2handrifle\HuntingShotgun_m.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\HuntingShotgunExtChoke.NIF;1stPersonHuntingShotguntexture;##Shells:0;weapons\2handrifle\1stpersonHuntingShotgun.dds;weapons\2handrifle\1stpersonHuntingShotgun_n.dds;weapons\2handrifle\HuntingShotgun_m.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\HuntingShotgunExtChoke.NIF;1stPersonHuntingShotguntexture;##Stock:0;weapons\2handrifle\1stpersonHuntingShotgun.dds;weapons\2handrifle\1stpersonHuntingShotgun_n.dds;weapons\2handrifle\HuntingShotgun_m.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\HuntingShotgunExtChoke.NIF;1stPersonHuntingShotguntexture;##Trigger:0;weapons\2handrifle\1stpersonHuntingShotgun.dds;weapons\2handrifle\1stpersonHuntingShotgun_n.dds;weapons\2handrifle\HuntingShotgun_m.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\HuntingShotgunExtChoke.NIF;1stPersonHuntingShotguntexture;Choke:0;weapons\2handrifle\1stpersonHuntingShotgun.dds;weapons\2handrifle\1stpersonHuntingShotgun_n.dds;weapons\2handrifle\HuntingShotgun_m.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\HuntingShotgunExtChoke.NIF;1stPersonHuntingShotguntexture;HuntingShotgun:0;weapons\2handrifle\1stpersonHuntingShotgun.dds;weapons\2handrifle\1stpersonHuntingShotgun_n.dds;weapons\2handrifle\HuntingShotgun_m.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\HuntingShotgunExt.NIF;1stPersonHuntingShotguntexture;##Cover:0;weapons\2handrifle\1stpersonHuntingShotgun.dds;weapons\2handrifle\1stpersonHuntingShotgun_n.dds;weapons\2handrifle\HuntingShotgun_m.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\HuntingShotgunExt.NIF;1stPersonHuntingShotguntexture;##Latch:0;weapons\2handrifle\1stpersonHuntingShotgun.dds;weapons\2handrifle\1stpersonHuntingShotgun_n.dds;weapons\2handrifle\HuntingShotgun_m.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\HuntingShotgunExt.NIF;1stPersonHuntingShotguntexture;##Shells:0;weapons\2handrifle\1stpersonHuntingShotgun.dds;weapons\2handrifle\1stpersonHuntingShotgun_n.dds;weapons\2handrifle\HuntingShotgun_m.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\HuntingShotgunExt.NIF;1stPersonHuntingShotguntexture;##Stock:0;weapons\2handrifle\1stpersonHuntingShotgun.dds;weapons\2handrifle\1stpersonHuntingShotgun_n.dds;weapons\2handrifle\HuntingShotgun_m.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\HuntingShotgunExt.NIF;1stPersonHuntingShotguntexture;##Trigger:0;weapons\2handrifle\1stpersonHuntingShotgun.dds;weapons\2handrifle\1stpersonHuntingShotgun_n.dds;weapons\2handrifle\HuntingShotgun_m.dds;;;effects\shinybright_e.dds;
weapons\2handrifle\HuntingShotgunExt.NIF;1stPersonHuntingShotguntexture;HuntingShotgun:0;weapons\2handrifle\1stpersonHuntingShotgun.dds;weapons\2handrifle\1stpersonHuntingShotgun_n.dds;weapons\2handrifle\HuntingShotgun_m.dds;;;effects\shinybright_e.dds;
Clutter\Billboards\Billboard08b.nif;NVBillboardFancyLads;BB08:17;clutter\billboards\FancyLads_D.dds;clutter\billboards\FancyLads_N.dds;;;;;
weapons\2handautomatic\22SMG.NIF;1stPerson22SMGtexture;##22smgClip:0;weapons\2handautomatic\1stperson22SMG.dds;weapons\2handautomatic\1stperson22SMG_n.dds;weapons\2handautomatic\22SMG_m.dds;;;effects\shinybright_e.dds;
weapons\2handautomatic\22SMG.NIF;1stPerson22SMGtexture;##22smgTrigger:0;weapons\2handautomatic\1stperson22SMG.dds;weapons\2handautomatic\1stperson22SMG_n.dds;weapons\2handautomatic\22SMG_m.dds;;;effects\shinybright_e.dds;
weapons\2handautomatic\22SMG.NIF;1stPerson22SMGtexture;##Catch22:0;weapons\2handautomatic\1stperson22SMG.dds;weapons\2handautomatic\1stperson22SMG_n.dds;weapons\2handautomatic\22SMG_m.dds;;;effects\shinybright_e.dds;
weapons\2handautomatic\22SMG.NIF;1stPerson22SMGtexture;##Mechanism:0;weapons\2handautomatic\1stperson22SMG.dds;weapons\2handautomatic\1stperson22SMG_n.dds;weapons\2handautomatic\22SMG_m.dds;;;effects\shinybright_e.dds;
weapons\2handautomatic\22SMG.NIF;1stPerson22SMGtexture;22SMG:0;weapons\2handautomatic\1stperson22SMG.dds;weapons\2handautomatic\1stperson22SMG_n.dds;weapons\2handautomatic\22SMG_m.dds;;;effects\shinybright_e.dds;
weapons\2handautomatic\22SMGext.NIF;1stPerson22SMGtexture;##22smgClip:0;weapons\2handautomatic\1stperson22SMG.dds;weapons\2handautomatic\1stperson22SMG_n.dds;weapons\2handautomatic\22SMG_m.dds;;;effects\shinybright_e.dds;
weapons\2handautomatic\22SMGext.NIF;1stPerson22SMGtexture;##22smgTrigger:0;weapons\2handautomatic\1stperson22SMG.dds;weapons\2handautomatic\1stperson22SMG_n.dds;weapons\2handautomatic\22SMG_m.dds;;;effects\shinybright_e.dds;
weapons\2handautomatic\22SMGext.NIF;1stPerson22SMGtexture;##Catch22:0;weapons\2handautomatic\1stperson22SMG.dds;weapons\2handautomatic\1stperson22SMG_n.dds;weapons\2handautomatic\22SMG_m.dds;;;effects\shinybright_e.dds;
weapons\2handautomatic\22SMGext.NIF;1stPerson22SMGtexture;##Mechanism:0;weapons\2handautomatic\1stperson22SMG.dds;weapons\2handautomatic\1stperson22SMG_n.dds;weapons\2handautomatic\22SMG_m.dds;;;effects\shinybright_e.dds;
weapons\2handautomatic\22SMGext.NIF;1stPerson22SMGtexture;22SMG:0;weapons\2handautomatic\1stperson22SMG.dds;weapons\2handautomatic\1stperson22SMG_n.dds;weapons\2handautomatic\22SMG_m.dds;;;effects\shinybright_e.dds;
weapons\2handmelee\9iron.NIF;1stperson9ironTexture;9iron:0;weapons\2handmelee\1stperson9iron.dds;weapons\2handmelee\1stperson9iron_n.dds;weapons\2handmelee\1stperson9iron_m.dds;;;effects\shinybright_e.dds;
weapons\2handmelee\GolfDriver.NIF;1stPersonGClubTexture;driver2:0;weapons\2handmelee\1stpersonGClub.dds;weapons\2handmelee\1stpersonGClub_n.dds;;;;;
weapons\2handmelee\GolfDriver.NIF;1stperson9ironTexture;Driver:0;weapons\2handmelee\1stperson9iron.dds;weapons\2handmelee\1stperson9iron_n.dds;weapons\2handmelee\1stperson9iron_m.dds;;;effects\shinybright_e.dds;
terminals\terminaldesk01.nif;DeskTerminalRGlowingScreen;TerminalDesk01base:0;dungeons\vaultruined\terminaldeskr01.dds;terminals\terminaldesk01_n.dds;;;;;No Specular Map
Dungeons\Vault\HallSmall\VHallSmEnd02.NIF;RustedVault01;VHallSmEnd02:32;dungeons\vaultruined\vquadr01.dds;dungeons\vaultruined\vquadr01_n.dds;;;;;
Dungeons\Vault\HallSmall\VHallSmEnd02.NIF;RustedVault02;VHallSmEnd02:33;dungeons\vaultruined\vquadr02.dds;dungeons\vaultruined\vquadr02_n.dds;;dungeons\vault\vquad02_g.dds;;;
Architecture\Suburban\RubblePiles\SuburbanRubblePileLg02.NIF;LandscapeRockCanyonRubble01;SuburbanRubblePileLg02:0;Landscape\RockCanyonRubble01.dds;Landscape\RockCanyonRubble01_N.dds;;;;;
weapons\1handpistol\laserpistolUnique.NIF;1stPersonLaserPistolUniqueTexture;##LPSideLatch:0;weapons\1handpistol\1stpersonlaserpistolUnique.dds;weapons\1handpistol\1stpersonlaserpistolUnique_n.dds;;;;;
weapons\1handpistol\laserpistolUnique.NIF;1stPersonLaserPistolUniqueTexture;##LPTrigger:0;weapons\1handpistol\1stpersonlaserpistolUnique.dds;weapons\1handpistol\1stpersonlaserpistolUnique_n.dds;;;;;
weapons\1handpistol\laserpistolUnique.NIF;1stPersonLaserPistolUniqueTexture;LaserPistol:0;weapons\1handpistol\1stpersonlaserpistolUnique.dds;weapons\1handpistol\1stpersonlaserpistolUnique_n.dds;;;;;
weapons\1handpistol\laserpistolUnique.NIF;1stPersonLaserPistolUnique02Texture;PewPewAddon:0;weapons\1handpistol\1stpersonlaserpistolUnique02.dds;weapons\1handpistol\1stpersonlaserpistolUnique02_n.dds;;;;;
dungeons\Hotel LowEnd\HtlRmCorInExSmL01.NIF;presmetrofloor02;OffRmCorInExSmL01:1:0;dungeons\Hotel LowEnd\presmetrofloor02.dds;dlc03\dungeons\presidentialmetro\presmetrofloor01_n.dds;;;;;
weapons\2handautomatic\ServiceRifle.NIF;1stPersonServiceRifletexture;##ChargingHandle:0;weapons\2handautomatic\1stpersonBattleRifle.dds;weapons\2handautomatic\1stpersonBattleRifle_n.dds;weapons\2handautomatic\BattleRifle_m.dds;;;effects\shinybright_e.dds;
weapons\2handautomatic\ServiceRifle.NIF;1stPersonServiceRifletexture;##Clip:0;weapons\2handautomatic\1stpersonBattleRifle.dds;weapons\2handautomatic\1stpersonBattleRifle_n.dds;weapons\2handautomatic\BattleRifle_m.dds;;;effects\shinybright_e.dds;
weapons\2handautomatic\ServiceRifle.NIF;1stPersonServiceRifletexture;##CockingMech:0;weapons\2handautomatic\1stpersonBattleRifle.dds;weapons\2handautomatic\1stpersonBattleRifle_n.dds;weapons\2handautomatic\BattleRifle_m.dds;;;effects\shinybright_e.dds;
weapons\2handautomatic\ServiceRifle.NIF;1stPersonServiceRifletexture;##Trigger:0;weapons\2handautomatic\1stpersonBattleRifle.dds;weapons\2handautomatic\1stpersonBattleRifle_n.dds;weapons\2handautomatic\BattleRifle_m.dds;;;effects\shinybright_e.dds;
weapons\2handautomatic\ServiceRifle.NIF;1stPersonServiceRifletexture;BattleRifle:0;weapons\2handautomatic\1stpersonBattleRifle.dds;weapons\2handautomatic\1stpersonBattleRifle_n.dds;weapons\2handautomatic\BattleRifle_m.dds;;;effects\shinybright_e.dds;
weapons\2handautomatic\assaultCarbine.NIF;1stPerson1AssualtCarbineTexture;##ChargingHandle:0;weapons\2handautomatic\1stpersonassualtCarbine.dds;weapons\2handautomatic\1stpersonAssualtCarbine_n.dds;weapons\2handautomatic\AssualtCarbine_m.dds;;;Effects\ShinyBright_e.dds;
weapons\2handautomatic\assaultCarbine.NIF;1stPerson1AssualtCarbineTexture;##Clip:0;weapons\2handautomatic\1stpersonassualtCarbine.dds;weapons\2handautomatic\1stpersonAssualtCarbine_n.dds;weapons\2handautomatic\AssualtCarbine_m.dds;;;Effects\ShinyBright_e.dds;
weapons\2handautomatic\assaultCarbine.NIF;1stPerson1AssualtCarbineTexture;##CockingMech:0;weapons\2handautomatic\1stpersonassualtCarbine.dds;weapons\2handautomatic\1stpersonAssualtCarbine_n.dds;weapons\2handautomatic\AssualtCarbine_m.dds;;;Effects\ShinyBright_e.dds;
weapons\2handautomatic\assaultCarbine.NIF;1stPerson1AssualtCarbineTexture;##Trigger:0;weapons\2handautomatic\1stpersonassualtCarbine.dds;weapons\2handautomatic\1stpersonAssualtCarbine_n.dds;weapons\2handautomatic\AssualtCarbine_m.dds;;;Effects\ShinyBright_e.dds;
weapons\2handautomatic\assaultCarbine.NIF;1stPerson1AssualtCarbineTexture;AssualtCarbine:0;weapons\2handautomatic\1stpersonassualtCarbine.dds;weapons\2handautomatic\1stpersonAssualtCarbine_n.dds;weapons\2handautomatic\AssualtCarbine_m.dds;;;Effects\ShinyBright_e.dds;
weapons\2handautomatic\assaultCarbineEXT.NIF;1stPerson1AssualtCarbineTexture;##ChargingHandle:0;weapons\2handautomatic\1stpersonassualtCarbine.dds;weapons\2handautomatic\1stpersonAssualtCarbine_n.dds;weapons\2handautomatic\AssualtCarbine_m.dds;;;Effects\ShinyBright_e.dds;
